Provider,TotalClaimCount,TotalInscClaimAmtReimbursed,AvgInscClaimAmtReimbursed,TotalDeductibleAmtPaid,AvgDeductibleAmtPaid,UniqueBeneficiaryCount,AvgClaimDuration,AvgLengthOfStay,NumChronicConditions_Mean,PotentialFraud
PRV54120,2,1000,500.0,0.0,0.0,2,0.0,,4.0,No
PRV54121,48,15370,320.2083333333333,140.0,2.9166666666666665,19,1.5,,4.541666666666667,No
PRV54122,4,510,127.5,0.0,0.0,4,0.0,,3.75,No
PRV54123,2,110,55.0,60.0,30.0,2,0.0,,6.0,No
PRV54124,5,700,140.0,0.0,0.0,5,0.0,,3.4,No
PRV54125,11,7180,652.7272727272727,0.0,0.0,10,2.909090909090909,,5.454545454545454,No
PRV54127,28,9100,325.0,0.0,0.0,25,2.5714285714285716,,4.714285714285714,No
PRV54128,27,10440,386.6666666666667,0.0,0.0,9,1.8148148148148149,,3.888888888888889,No
PRV54129,5,3120,624.0,0.0,0.0,5,0.0,,4.2,No
PRV54130,64,9210,143.90625,220.0,3.4375,36,1.359375,,5.0,No
PRV54131,24,4010,167.08333333333334,10.0,0.4166666666666667,12,0.2916666666666667,,4.083333333333333,No
PRV54132,5,530,106.0,0.0,0.0,5,0.0,,2.0,No
PRV54133,25,3560,142.4,0.0,0.0,24,0.08,,4.0,No
PRV54134,44,27250,619.3181818181819,2206.0,50.13636363636363,36,0.3409090909090909,4.0,4.340909090909091,No
PRV54135,3,260,86.66666666666667,0.0,0.0,2,7.0,,3.3333333333333335,No
PRV54136,30,7570,252.33333333333334,120.0,4.0,16,1.3666666666666667,,4.466666666666667,No
PRV54139,99,61480,621.010101010101,5520.0,55.75757575757576,52,1.0808080808080809,4.8,4.353535353535354,No
PRV54140,6,230,38.333333333333336,0.0,0.0,6,0.0,,5.5,No
PRV54141,31,9100,293.5483870967742,10.0,0.3225806451612903,11,1.3870967741935485,,4.419354838709677,No
PRV54142,28,9940,355.0,100.0,3.5714285714285716,7,1.9285714285714286,,6.285714285714286,No
PRV54144,294,73130,248.74149659863946,830.0,2.82312925170068,103,1.3503401360544218,,4.479591836734694,Yes
PRV54145,6,6320,1053.3333333333333,20.0,3.3333333333333335,5,3.5,,4.666666666666667,No
PRV54146,5,240,48.0,0.0,0.0,3,0.0,,2.4,No
PRV54148,1,90,90.0,0.0,0.0,1,0.0,,5.0,No
PRV54149,16,34700,2168.75,5340.0,333.75,14,1.25,4.0,3.75,Yes
PRV54150,25,11020,440.8,170.0,6.8,24,0.8,,5.16,No
PRV54153,14,41410,2957.8571428571427,3204.0,228.85714285714286,11,2.642857142857143,12.0,4.571428571428571,No
PRV54154,12,1640,136.66666666666666,0.0,0.0,11,1.75,,4.666666666666667,No
PRV54155,51,24440,479.2156862745098,1288.0,25.254901960784313,29,1.6862745098039216,3.0,4.666666666666667,No
PRV54156,121,30480,251.900826446281,230.0,1.9008264462809918,46,1.0495867768595042,,4.413223140495868,No
PRV54157,130,27980,215.23076923076923,180.0,1.3846153846153846,51,1.1846153846153846,,4.638461538461539,No
PRV54158,9,2360,262.22222222222223,0.0,0.0,9,0.6666666666666666,,3.7777777777777777,No
PRV54159,34,14400,423.52941176470586,100.0,2.9411764705882355,22,2.3529411764705883,,4.705882352941177,No
PRV54160,9,4370,485.55555555555554,0.0,0.0,9,4.444444444444445,,3.2222222222222223,No
PRV54162,32,8160,255.0,40.0,1.25,18,0.6875,,4.46875,No
PRV54163,41,8820,215.1219512195122,130.0,3.1707317073170733,24,0.0975609756097561,,4.2439024390243905,No
PRV54164,2,4100,2050.0,1068.0,534.0,2,2.5,5.0,4.0,No
PRV54166,20,6500,325.0,0.0,0.0,17,0.9,,4.3,No
PRV54167,9,1840,204.44444444444446,100.0,11.11111111111111,8,0.0,,4.0,No
PRV54168,67,34350,512.6865671641791,1418.0,21.16417910447761,39,1.9104477611940298,3.0,4.626865671641791,No
PRV54171,72,20740,288.05555555555554,330.0,4.583333333333333,27,0.9722222222222222,,4.569444444444445,No
PRV54172,2,140,70.0,0.0,0.0,2,0.0,,5.0,No
PRV54173,7,640,91.42857142857143,0.0,0.0,7,0.0,,4.428571428571429,No
PRV54175,1,80,80.0,0.0,0.0,1,0.0,,4.0,No
PRV54176,10,1670,167.0,0.0,0.0,10,0.0,,4.5,No
PRV54177,2,1100,550.0,0.0,0.0,2,0.0,,7.0,No
PRV54178,2,90,45.0,0.0,0.0,2,0.0,,3.5,No
PRV54179,1,0,0.0,0.0,0.0,1,0.0,,4.0,No
PRV54180,2,150,75.0,0.0,0.0,2,0.0,,5.5,No
PRV54181,4,190,47.5,0.0,0.0,4,0.25,,4.5,No
PRV54182,4,1750,437.5,0.0,0.0,4,5.25,,5.5,No
PRV54183,2,4400,2200.0,0.0,0.0,2,0.0,,5.5,No
PRV54184,10,3560,356.0,0.0,0.0,8,4.0,,2.7,No
PRV54185,2,350,175.0,0.0,0.0,2,10.5,,2.5,No
PRV54186,11,1730,157.27272727272728,0.0,0.0,7,0.0,,5.2727272727272725,No
PRV54187,1,200,200.0,0.0,0.0,1,0.0,,4.0,No
PRV54188,4,3060,765.0,0.0,0.0,4,5.0,,6.0,No
PRV54191,2,360,180.0,0.0,0.0,2,0.0,,2.5,No
PRV54192,2,890,445.0,0.0,0.0,2,0.0,,6.0,No
PRV54193,24,4030,167.91666666666666,0.0,0.0,12,0.20833333333333334,,4.083333333333333,No
PRV54194,7,3630,518.5714285714286,0.0,0.0,7,0.14285714285714285,,3.0,No
PRV54196,10,4320,432.0,0.0,0.0,10,2.1,,4.3,No
PRV54197,14,850,60.714285714285715,0.0,0.0,12,0.0,,4.214285714285714,No
PRV54198,6,490,81.66666666666667,0.0,0.0,6,3.3333333333333335,,4.166666666666667,No
PRV54199,1,40,40.0,0.0,0.0,1,0.0,,5.0,No
PRV54200,13,173090,13314.615384615385,13884.0,1068.0,13,4.769230769230769,4.769230769230769,5.0,No
PRV54201,4,19600,4900.0,4272.0,1068.0,4,5.25,5.25,4.5,No
PRV54202,10,137000,13700.0,9612.0,1068.0,10,5.3,5.3,4.3,No
PRV54203,51,12930,253.52941176470588,160.0,3.1372549019607843,45,1.3529411764705883,,4.137254901960785,No
PRV54204,4,62200,15550.0,4272.0,1068.0,4,9.0,9.0,5.0,No
PRV54205,9,65000,7222.222222222223,9612.0,1068.0,8,4.666666666666667,4.666666666666667,5.666666666666667,No
PRV54206,44,21400,486.3636363636364,1118.0,25.40909090909091,41,1.75,3.0,4.636363636363637,No
PRV54207,41,6950,169.5121951219512,100.0,2.4390243902439024,32,0.7560975609756098,,4.365853658536586,No
PRV54208,27,114160,4228.148148148148,10680.0,395.55555555555554,24,3.5555555555555554,5.7,4.851851851851852,No
PRV54209,151,178900,1184.76821192053,21830.0,144.56953642384107,139,1.390728476821192,4.85,4.6490066225165565,Yes
PRV54210,20,4610,230.5,100.0,5.0,18,2.25,,4.65,No
PRV54212,54,11920,220.74074074074073,0.0,0.0,32,1.0925925925925926,,4.018518518518518,No
PRV54213,67,169320,2527.1641791044776,22518.0,336.089552238806,61,2.328358208955224,4.238095238095238,5.17910447761194,No
PRV54215,31,144370,4657.096774193548,12876.0,444.0,26,3.7096774193548385,6.714285714285714,5.741935483870968,No
PRV54216,49,163340,3333.469387755102,10680.0,217.9591836734694,43,1.8775510204081634,6.9,4.775510204081633,No
PRV54217,30,5260,175.33333333333334,100.0,3.3333333333333335,14,1.0,,5.0,No
PRV54219,101,18730,185.44554455445544,90.0,0.8910891089108911,33,1.386138613861386,,4.198019801980198,No
PRV54220,32,185140,5785.625,7476.0,241.16129032258064,29,3.6875,8.625,5.03125,No
PRV54222,19,3130,164.73684210526315,0.0,0.0,11,0.3684210526315789,,4.578947368421052,No
PRV54223,74,16480,222.7027027027027,160.0,2.1621621621621623,25,1.1486486486486487,,5.054054054054054,No
PRV54224,43,15460,359.5348837209302,30.0,0.6976744186046512,23,0.8604651162790697,,4.0,No
PRV54225,104,53620,515.5769230769231,530.0,5.096153846153846,59,2.0,,5.009615384615385,Yes
PRV54226,13,760,58.46153846153846,0.0,0.0,11,1.0769230769230769,,4.076923076923077,No
PRV54227,53,7630,143.96226415094338,30.0,0.5660377358490566,47,1.830188679245283,,4.452830188679245,No
PRV54228,352,406000,1153.409090909091,43180.0,123.01994301994301,198,1.9943181818181819,5.390243902439025,4.551136363636363,No
PRV54230,126,408650,3243.253968253968,47482.0,376.8412698412698,113,2.619047619047619,6.068181818181818,5.142857142857143,Yes
PRV54231,190,67880,357.2631578947368,330.0,1.736842105263158,64,2.3947368421052633,,4.663157894736842,No
PRV54232,42,107750,2565.4761904761904,8544.0,203.42857142857142,34,2.4285714285714284,6.5,5.5,No
PRV54233,7,6350,907.1428571428571,1068.0,152.57142857142858,7,0.2857142857142857,2.0,4.428571428571429,No
PRV54235,16,4280,267.5,0.0,0.0,13,1.0625,,3.8125,No
PRV54237,234,52560,224.6153846153846,920.0,3.9316239316239314,119,0.9102564102564102,,4.6752136752136755,No
PRV54238,348,92890,266.92528735632186,900.0,2.586206896551724,153,1.235632183908046,,5.103448275862069,No
PRV54239,62,20980,338.38709677419354,180.0,2.903225806451613,44,1.4838709677419355,,4.758064516129032,No
PRV54240,72,14400,200.0,290.0,4.027777777777778,37,0.5833333333333334,,5.111111111111111,No
PRV54242,88,53270,605.3409090909091,4392.0,49.90909090909091,74,0.7613636363636364,3.25,4.454545454545454,No
PRV54244,231,576370,2495.1082251082253,50576.0,220.85589519650654,189,2.4372294372294374,6.346938775510204,4.645021645021645,No
PRV54245,173,157450,910.1156069364162,15742.0,90.99421965317919,104,1.5144508670520231,6.857142857142857,5.086705202312139,No
PRV54246,43,9900,230.2325581395349,120.0,2.7906976744186047,27,1.8604651162790697,,4.441860465116279,No
PRV54247,70,47030,671.8571428571429,4412.0,63.02857142857143,48,1.4285714285714286,13.75,4.614285714285714,No
PRV54250,62,22530,363.38709677419354,220.0,3.5483870967741935,61,0.6451612903225806,,4.193548387096774,No
PRV54251,47,77590,1650.8510638297873,6508.0,138.46808510638297,32,3.723404255319149,5.0,4.297872340425532,No
PRV54252,17,6030,354.70588235294116,0.0,0.0,16,1.5294117647058822,,5.0,No
PRV54253,14,82850,5917.857142857143,4272.0,305.14285714285717,13,3.5714285714285716,7.0,4.785714285714286,No
PRV54254,104,23140,222.5,290.0,2.7884615384615383,44,1.5192307692307692,,5.201923076923077,No
PRV54255,232,107230,462.19827586206895,160.0,0.6896551724137931,154,1.5086206896551724,,4.663793103448276,No
PRV54256,262,117080,446.8702290076336,5930.0,22.633587786259543,100,1.4122137404580153,3.8,4.125954198473282,No
PRV54257,282,69540,246.59574468085106,620.0,2.198581560283688,134,1.7836879432624113,,4.340425531914893,No
PRV54258,238,1217250,5114.495798319328,119816.0,516.448275862069,201,3.226890756302521,5.5,5.151260504201681,Yes
PRV54259,29,89900,3100.0,12816.0,441.9310344827586,26,2.9655172413793105,5.0,5.413793103448276,No
PRV54261,75,25490,339.8666666666667,380.0,5.066666666666666,66,2.4,,4.6,No
PRV54262,1,3000,3000.0,1068.0,1068.0,1,4.0,4.0,5.0,No
PRV54263,6,4860,810.0,1168.0,194.66666666666666,6,0.16666666666666666,1.0,4.666666666666667,No
PRV54265,406,112930,278.1527093596059,1360.0,3.3497536945812807,197,1.2635467980295567,,4.399014778325123,No
PRV54266,65,339180,5218.153846153846,21450.0,335.15625,59,2.3846153846153846,4.9523809523809526,4.753846153846154,No
PRV54267,226,78960,349.3805309734513,550.0,2.433628318584071,84,1.0663716814159292,,4.367256637168142,No
PRV54269,118,32740,277.45762711864404,290.0,2.457627118644068,26,0.8813559322033898,,4.059322033898305,No
PRV54270,34,11320,332.94117647058823,150.0,4.411764705882353,27,1.1764705882352942,,3.4705882352941178,No
PRV54271,29,6240,215.17241379310346,130.0,4.482758620689655,12,1.4137931034482758,,4.862068965517241,No
PRV54273,234,72020,307.77777777777777,930.0,3.9743589743589745,108,1.5683760683760684,,4.918803418803419,No
PRV54274,47,16740,356.17021276595744,40.0,0.851063829787234,17,2.0425531914893615,,4.702127659574468,No
PRV54275,1,50,50.0,0.0,0.0,1,4.0,,5.0,No
PRV54276,77,100810,1309.2207792207791,4592.0,59.63636363636363,35,1.0909090909090908,5.5,4.415584415584416,No
PRV54278,61,19690,322.78688524590166,140.0,2.2950819672131146,27,2.3114754098360657,,4.819672131147541,No
PRV54280,20,7030,351.5,0.0,0.0,15,0.5,,3.25,No
PRV54282,19,6540,344.2105263157895,70.0,3.6842105263157894,11,1.105263157894737,,2.4210526315789473,No
PRV54283,5,550,110.0,0.0,0.0,5,0.0,,5.0,No
PRV54284,113,96100,850.4424778761062,8774.0,77.64601769911505,43,2.0973451327433628,4.875,4.477876106194691,No
PRV54285,20,2550,127.5,200.0,10.0,16,1.55,,4.3,No
PRV54287,155,37900,244.51612903225808,720.0,4.645161290322581,67,0.9870967741935484,,4.109677419354838,No
PRV54288,15,4100,273.3333333333333,0.0,0.0,13,1.1333333333333333,,6.2,No
PRV54289,56,17720,316.42857142857144,170.0,3.0357142857142856,28,1.9107142857142858,,4.910714285714286,No
PRV54290,6,3300,550.0,0.0,0.0,6,0.0,,4.333333333333333,No
PRV54291,10,1710,171.0,60.0,6.0,9,0.0,,3.3,No
PRV54293,2,2520,1260.0,0.0,0.0,2,0.0,,6.0,No
PRV54294,1,60,60.0,0.0,0.0,1,0.0,,5.0,No
PRV54295,1,3300,3300.0,0.0,0.0,1,7.0,,6.0,No
PRV54296,54,10460,193.7037037037037,200.0,3.7037037037037037,18,0.9444444444444444,,4.537037037037037,No
PRV54297,8,168000,21000.0,8544.0,1068.0,7,6.875,6.875,4.875,Yes
PRV54298,3,38000,12666.666666666666,3204.0,1068.0,3,5.333333333333333,5.333333333333333,5.0,No
PRV54299,5,1800,360.0,0.0,0.0,5,5.4,,4.2,No
PRV54300,6,1490,248.33333333333334,280.0,46.666666666666664,6,2.0,,3.8333333333333335,No
PRV54301,13,3690,283.84615384615387,0.0,0.0,11,2.6923076923076925,,5.3076923076923075,No
PRV54302,1,3300,3300.0,0.0,0.0,1,0.0,,5.0,No
PRV54303,16,5160,322.5,0.0,0.0,14,2.5625,,5.3125,No
PRV54304,1,50,50.0,0.0,0.0,1,0.0,,0.0,No
PRV54305,6,2660,443.3333333333333,10.0,1.6666666666666667,5,1.6666666666666667,,3.6666666666666665,No
PRV54306,33,13300,403.030303030303,400.0,12.121212121212121,28,4.757575757575758,,5.484848484848484,No
PRV54307,2,400,200.0,0.0,0.0,2,0.0,,3.0,No
PRV54308,1,70,70.0,0.0,0.0,1,0.0,,3.0,No
PRV54309,29,6160,212.41379310344828,220.0,7.586206896551724,18,2.413793103448276,,4.655172413793103,No
PRV54310,7,300,42.857142857142854,0.0,0.0,3,5.285714285714286,,5.714285714285714,No
PRV54311,3,100,33.333333333333336,0.0,0.0,3,6.666666666666667,,7.0,No
PRV54312,4,350,87.5,30.0,7.5,4,0.0,,2.5,No
PRV54313,16,7070,441.875,80.0,5.0,16,3.875,,4.8125,No
PRV54315,103,37770,366.6990291262136,250.0,2.4271844660194173,41,2.3592233009708736,,5.310679611650485,No
PRV54316,2,250,125.0,0.0,0.0,1,0.0,,7.0,No
PRV54317,25,3650,146.0,40.0,1.6,22,0.88,,5.08,No
PRV54319,1,100,100.0,0.0,0.0,1,0.0,,5.0,No
PRV54320,102,21760,213.33333333333334,180.0,1.7647058823529411,44,1.7254901960784315,,4.745098039215686,No
PRV54323,51,10380,203.52941176470588,310.0,6.078431372549019,30,2.196078431372549,,3.4313725490196076,Yes
PRV54324,32,266000,8312.5,34176.0,1068.0,28,5.8125,5.8125,5.59375,No
PRV54325,15,142000,9466.666666666666,16020.0,1068.0,15,4.533333333333333,4.533333333333333,4.866666666666666,No
PRV54326,5,20000,4000.0,5340.0,1068.0,4,5.2,5.2,7.4,No
PRV54327,70,195380,2791.1428571428573,14034.0,200.4857142857143,43,2.642857142857143,5.769230769230769,4.614285714285714,Yes
PRV54328,117,195980,1675.042735042735,17258.0,148.77586206896552,99,2.5384615384615383,7.764705882352941,4.162393162393163,No
PRV54330,472,280120,593.4745762711865,19166.0,40.69214437367304,372,1.38135593220339,3.611111111111111,4.639830508474576,No
PRV54332,995,333170,334.84422110552765,2360.0,2.371859296482412,531,1.3809045226130654,,4.402010050251256,No
PRV54333,360,629430,1748.4166666666667,54140.0,150.38888888888889,291,1.5583333333333333,5.14,4.402777777777778,Yes
PRV54334,105,22590,215.14285714285714,270.0,2.5714285714285716,49,0.9428571428571428,,5.0095238095238095,No
PRV54335,219,245690,1121.8721461187215,20702.0,94.5296803652968,187,1.1598173515981736,4.473684210526316,4.538812785388128,No
PRV54336,232,232060,1000.2586206896551,15252.0,65.74137931034483,103,1.1810344827586208,5.214285714285714,4.448275862068965,Yes
PRV54337,149,640510,4298.724832214765,66646.0,453.3741496598639,132,3.3959731543624163,5.546875,5.389261744966443,No
PRV54339,123,143870,1169.6747967479675,11938.0,97.0569105691057,68,1.975609756097561,6.2727272727272725,4.666666666666667,No
PRV54340,96,69900,728.125,3834.0,39.9375,54,1.6979166666666667,4.333333333333333,5.041666666666667,No
PRV54341,55,23970,435.8181818181818,1218.0,22.145454545454545,34,1.5272727272727273,1.0,4.5636363636363635,No
PRV54342,35,44280,1265.142857142857,7656.0,218.74285714285713,34,0.8571428571428571,4.285714285714286,3.8857142857142857,No
PRV54343,17,3110,182.94117647058823,100.0,5.882352941176471,16,0.29411764705882354,,4.294117647058823,No
PRV54344,51,17170,336.6666666666667,200.0,3.9215686274509802,42,1.6666666666666667,,4.509803921568627,No
PRV54345,167,47280,283.1137724550898,500.0,2.9940119760479043,139,1.3712574850299402,,4.706586826347305,No
PRV54347,26,6530,251.15384615384616,0.0,0.0,25,0.6923076923076923,,4.269230769230769,No
PRV54348,217,959880,4423.410138248848,95392.0,443.68372093023254,203,3.410138248847926,6.065934065934066,4.880184331797235,No
PRV54349,77,17850,231.8181818181818,550.0,7.142857142857143,27,0.7142857142857143,,3.7142857142857144,No
PRV54350,1495,1425070,953.2240802675585,115414.0,77.30341594105828,530,1.534448160535117,5.847619047619047,4.4454849498327755,Yes
PRV54352,12,1670,139.16666666666666,0.0,0.0,7,0.0,,3.3333333333333335,No
PRV54353,32,6620,206.875,250.0,7.8125,31,1.125,,4.90625,No
PRV54354,100,259620,2596.2,26770.0,267.7,89,3.01,3.96,4.73,Yes
PRV54355,16,14040,877.5,2336.0,146.0,10,1.25,2.5,3.9375,No
PRV54356,31,195370,6302.258064516129,14952.0,498.4,24,3.5483870967741935,4.6,5.709677419354839,No
PRV54357,10,2190,219.0,0.0,0.0,9,0.3,,4.7,No
PRV54358,43,13150,305.8139534883721,30.0,0.6976744186046512,30,1.813953488372093,,3.4186046511627906,No
PRV54359,490,584210,1192.265306122449,47892.0,97.73877551020408,152,1.4653061224489796,4.818181818181818,4.889795918367347,Yes
PRV54360,37,9100,245.94594594594594,200.0,5.405405405405405,32,1.6216216216216217,,4.54054054054054,No
PRV54361,40,83640,2091.0,6428.0,164.82051282051282,27,2.55,7.428571428571429,5.6,Yes
PRV54362,50,14510,290.2,410.0,8.2,38,0.24,,3.72,No
PRV54363,64,136700,2135.9375,13086.0,204.46875,47,2.28125,5.75,4.671875,No
PRV54365,115,31190,271.2173913043478,380.0,3.3043478260869565,61,1.208695652173913,,3.9391304347826086,No
PRV54367,636,3133880,4927.4842767295595,335394.0,534.9186602870814,558,3.5267295597484276,5.372670807453416,5.047169811320755,Yes
PRV54368,110,45340,412.1818181818182,4612.0,41.92727272727273,98,1.309090909090909,2.0,4.781818181818182,No
PRV54370,181,42270,233.53591160220995,490.0,2.707182320441989,113,0.47513812154696133,,4.4088397790055245,No
PRV54371,31,8280,267.0967741935484,50.0,1.6129032258064515,30,2.2903225806451615,,4.612903225806452,No
PRV54372,1617,673000,416.20284477427333,26618.0,16.46134817563389,805,1.3129251700680271,6.238095238095238,4.66295609152752,Yes
PRV54373,8,5830,728.75,1068.0,133.5,8,0.375,3.0,3.0,No
PRV54374,854,280020,327.89227166276345,2270.0,2.65807962529274,455,1.5011709601873535,,4.531615925058548,No
PRV54375,56,143990,2571.25,16030.0,291.45454545454544,48,3.7857142857142856,6.375,4.625,No
PRV54377,20,33110,1655.5,2226.0,111.3,19,2.7,2.5,3.0,No
PRV54378,79,200510,2538.1012658227846,19624.0,248.40506329113924,58,2.7088607594936707,5.388888888888889,4.949367088607595,No
PRV54379,116,280670,2419.5689655172414,28018.0,245.7719298245614,96,2.956896551724138,4.035714285714286,4.931034482758621,No
PRV54380,12,16940,1411.6666666666667,2136.0,178.0,11,1.6666666666666667,10.0,4.0,No
PRV54381,129,163410,1266.7441860465117,14144.0,109.64341085271317,124,1.0852713178294573,4.3076923076923075,4.829457364341085,No
PRV54382,257,704830,2742.5291828793775,67644.0,266.31496062992125,214,2.4396887159533076,5.2272727272727275,4.832684824902723,Yes
PRV54383,29,5470,188.6206896551724,0.0,0.0,22,0.6896551724137931,,4.620689655172414,No
PRV54384,28,44280,1581.4285714285713,2136.0,76.28571428571429,27,1.0714285714285714,4.0,4.214285714285714,No
PRV54387,415,113710,274.0,1290.0,3.108433734939759,235,2.1156626506024097,,4.493975903614458,No
PRV54388,76,48840,642.6315789473684,6478.0,85.23684210526316,73,2.526315789473684,5.0,4.223684210526316,Yes
PRV54389,56,25590,456.9642857142857,100.0,1.7857142857142858,44,1.5892857142857142,,4.428571428571429,No
PRV54390,95,352760,3713.2631578947367,40654.0,427.93684210526317,86,4.063157894736842,7.2105263157894735,5.515789473684211,No
PRV54391,318,237230,746.0062893081761,21720.0,68.5173501577287,222,1.6918238993710693,4.428571428571429,4.468553459119497,Yes
PRV54392,35,4860,138.85714285714286,20.0,0.5714285714285714,33,0.2857142857142857,,4.457142857142857,No
PRV54393,75,48090,641.2,5770.0,76.93333333333334,63,1.5466666666666666,7.2,4.48,No
PRV54396,44,26840,610.0,1128.0,25.636363636363637,32,3.0454545454545454,5.0,5.386363636363637,No
PRV54399,349,263040,753.6962750716332,14744.0,42.24641833810888,144,1.9226361031518624,8.153846153846153,4.418338108882521,Yes
PRV54400,96,28030,291.9791666666667,20.0,0.20833333333333334,88,2.21875,,4.520833333333333,No
PRV54401,22,3020,137.27272727272728,0.0,0.0,22,1.8181818181818181,,4.5,No
PRV54402,56,74520,1330.7142857142858,6518.0,116.39285714285714,50,1.3214285714285714,4.5,4.535714285714286,No
PRV54403,12,1880,156.66666666666666,100.0,8.333333333333334,11,0.6666666666666666,,3.6666666666666665,No
PRV54404,266,83080,312.3308270676692,3166.0,11.902255639097744,188,1.3270676691729324,8.0,4.2105263157894735,No
PRV54407,19,2540,133.68421052631578,20.0,1.0526315789473684,16,1.7894736842105263,,4.0,No
PRV54408,106,53140,501.3207547169811,2176.0,20.528301886792452,28,2.4056603773584904,3.5,4.971698113207547,No
PRV54409,19,35160,1850.5263157894738,5340.0,281.05263157894734,16,3.1052631578947367,3.6,5.631578947368421,No
PRV54410,37,10350,279.72972972972974,50.0,1.3513513513513513,20,0.7567567567567568,,4.324324324324325,No
PRV54411,22,8070,366.8181818181818,1238.0,56.27272727272727,16,1.6363636363636365,4.0,4.818181818181818,No
PRV54412,70,12280,175.42857142857142,30.0,0.42857142857142855,43,0.7142857142857143,,4.042857142857143,No
PRV54413,20,3150,157.5,40.0,2.0,14,0.05,,5.2,No
PRV54414,30,31780,1059.3333333333333,1288.0,42.93333333333333,18,2.533333333333333,4.0,4.433333333333334,No
PRV54415,27,7130,264.0740740740741,210.0,7.777777777777778,16,0.0,,5.2592592592592595,No
PRV54416,17,7880,463.52941176470586,0.0,0.0,16,0.058823529411764705,,4.882352941176471,No
PRV54419,28,4970,177.5,0.0,0.0,27,1.4642857142857142,,4.178571428571429,No
PRV54420,1,300,300.0,0.0,0.0,1,5.0,,1.0,No
PRV54421,65,14530,223.53846153846155,100.0,1.5384615384615385,31,1.7692307692307692,,3.6769230769230767,No
PRV54422,15,2750,183.33333333333334,0.0,0.0,12,0.0,,3.7333333333333334,No
PRV54423,93,22480,241.72043010752688,390.0,4.193548387096774,51,0.5806451612903226,,4.559139784946237,No
PRV54424,2,150,75.0,0.0,0.0,2,10.0,,7.0,No
PRV54425,18,74300,4127.777777777777,4272.0,237.33333333333334,13,2.111111111111111,9.25,5.666666666666667,No
PRV54426,24,100390,4182.916666666667,9612.0,400.5,20,3.2083333333333335,5.888888888888889,5.25,No
PRV54427,62,11740,189.3548387096774,290.0,4.67741935483871,20,2.1451612903225805,,4.854838709677419,No
PRV54429,65,51170,787.2307692307693,2366.0,36.96875,27,1.9384615384615385,3.6666666666666665,4.7846153846153845,No
PRV54430,64,12900,201.5625,440.0,6.875,30,1.21875,,3.5625,No
PRV54431,9,1580,175.55555555555554,0.0,0.0,9,4.0,,4.888888888888889,No
PRV54432,5,1110,222.0,0.0,0.0,5,0.0,,1.6,No
PRV54433,14,4040,288.57142857142856,0.0,0.0,12,1.2142857142857142,,5.214285714285714,No
PRV54434,42,28830,686.4285714285714,2306.0,54.904761904761905,31,1.5238095238095237,18.0,5.166666666666667,No
PRV54435,11,4280,389.09090909090907,0.0,0.0,8,0.18181818181818182,,3.5454545454545454,No
PRV54436,2,2200,1100.0,0.0,0.0,2,3.5,,3.0,No
PRV54437,14,3230,230.71428571428572,0.0,0.0,14,1.7857142857142858,,4.5,No
PRV54438,272,61630,226.5808823529412,710.0,2.610294117647059,98,1.2941176470588236,,4.591911764705882,No
PRV54439,3,190,63.333333333333336,0.0,0.0,3,0.0,,5.0,No
PRV54441,4,480,120.0,0.0,0.0,4,0.0,,4.75,No
PRV54442,68,25300,372.05882352941177,70.0,1.0294117647058822,56,2.2058823529411766,,4.514705882352941,No
PRV54443,61,27200,445.9016393442623,310.0,5.081967213114754,51,2.8360655737704916,,5.754098360655738,No
PRV54444,27,9770,361.85185185185185,140.0,5.185185185185185,25,1.5925925925925926,,4.481481481481482,No
PRV54448,23,6720,292.17391304347825,60.0,2.608695652173913,23,1.1304347826086956,,3.8260869565217392,No
PRV54449,1,50,50.0,0.0,0.0,1,0.0,,1.0,No
PRV54450,10,5790,579.0,0.0,0.0,10,3.0,,4.6,No
PRV54451,13,8310,639.2307692307693,70.0,5.384615384615385,13,1.6153846153846154,,4.076923076923077,No
PRV54452,5,520,104.0,90.0,18.0,5,0.0,,3.2,No
PRV54454,171,45040,263.39181286549706,420.0,2.456140350877193,138,1.4795321637426901,,4.684210526315789,No
PRV54455,6,1390,231.66666666666666,0.0,0.0,6,0.0,,4.166666666666667,No
PRV54456,8,1370,171.25,0.0,0.0,6,0.0,,6.25,No
PRV54457,16,2220,138.75,0.0,0.0,8,1.25,,3.6875,No
PRV54459,9,3080,342.22222222222223,0.0,0.0,9,2.2222222222222223,,5.666666666666667,No
PRV54460,5,47000,9400.0,5340.0,1068.0,5,4.4,4.4,5.2,No
PRV54461,12,152000,12666.666666666666,11748.0,1068.0,12,5.583333333333333,5.583333333333333,5.0,No
PRV54462,80,16330,204.125,120.0,1.5,75,1.2875,,4.35,No
PRV54463,3,2010,670.0,0.0,0.0,3,0.0,,5.0,No
PRV54465,9,3610,401.1111111111111,140.0,15.555555555555555,5,0.0,,5.333333333333333,No
PRV54466,3,120,40.0,0.0,0.0,3,0.0,,5.0,No
PRV54467,7,1380,197.14285714285714,0.0,0.0,5,0.0,,6.285714285714286,No
PRV54468,21,1710,81.42857142857143,0.0,0.0,19,0.0,,4.333333333333333,No
PRV54469,11,3290,299.09090909090907,0.0,0.0,10,0.09090909090909091,,3.8181818181818183,No
PRV54471,46,16700,363.04347826086956,10.0,0.21739130434782608,23,1.3043478260869565,,4.695652173913044,No
PRV54472,32,16300,509.375,160.0,5.0,19,2.0625,,4.34375,No
